id,real_image_src
12248703,//image.brilliantearth.com/media/cache/e2/ee/e2eeb1879667b6ac2636192726792cab.jpg
12428853,//image.brilliantearth.com/media/cache/69/65/6965d49c9504de0499fd27fba7c98551.jpg
12447815,//image.brilliantearth.com/media/cache/ec/0c/ec0c2c99e616c0a3fe0350bb5f031b4f.jpg
12437947,//image.brilliantearth.com/media/cache/2e/ff/2eff036e204d180d0bb62982ed949e9f.jpg
12356467,//image.brilliantearth.com/media/cache/d6/3b/d63bf5c9ff5f870f54254f7141f363e5.jpg
12277559,//image.brilliantearth.com/media/cache/fd/4f/fd4f0d12086c9c5f0115f2b15ab0fbb2.jpg
12417920,//image.brilliantearth.com/media/cache/4f/76/4f76a35a3a6b7ade3dccbbcbc3a6d303.jpg
12255692,//image.brilliantearth.com/media/cache/9b/24/9b247fa6802494cb3e2fdca2f84ec1bb.jpg
12396215,//image.brilliantearth.com/media/cache/77/f1/77f18376e393fe2059970b782688bc5f.jpg
12371798,//image.brilliantearth.com/media/cache/67/18/6718a8f41d32e96a93ecb75eb0ae3632.jpg
12446562,//image.brilliantearth.com/media/cache/78/78/78784912144b7858b84abdaf61e77bf5.jpg
12209140,//image.brilliantearth.com/media/cache/74/85/748589f8822d21a4e309081f0681e8c1.jpg
12276676,//image.brilliantearth.com/media/cache/e4/d3/e4d37055896e3e083e3912b1c6f69be7.jpg
12316166,//image.brilliantearth.com/media/cache/b0/8c/b08cac5dd074d2a7be0dfea376cbb90b.jpg
12428699,//image.brilliantearth.com/media/cache/a7/41/a741594bb678a963cf70265a9382121e.jpg
12430311,//image.brilliantearth.com/media/cache/01/b9/01b902963745f1ab3819953182ed4811.jpg
12435839,//image.brilliantearth.com/media/cache/c4/c5/c4c5f3ad10a843e4a528ea9cd7de933a.jpg
12435814,//image.brilliantearth.com/media/cache/02/31/0231aa54c84cc37ab9cafc4dd0864db3.jpg
12446077,//image.brilliantearth.com/media/cache/f6/94/f6947fc4b58d33a046bfd4d856aaeb81.jpg
12445511,//image.brilliantearth.com/media/cache/be/c8/bec8b6f888ad24c181440084e32af0cc.jpg
12397283,//image.brilliantearth.com/media/cache/9c/ce/9cce526b91e86032030975dc14a49650.jpg
12427661,//image.brilliantearth.com/media/cache/16/c4/16c42753842e38d6b8bd9672b90a3aac.jpg
12446574,//image.brilliantearth.com/media/cache/81/b6/81b6dfb4c74272306d5a91d5d4805115.jpg
12364076,//image.brilliantearth.com/media/cache/d0/9c/d09c39e219220ed9271fe4bc21df7296.jpg
12255641,//image.brilliantearth.com/media/cache/f5/8a/f58aec0b6ec8c84b334e8cac8782b0c5.jpg
12344827,//image.brilliantearth.com/media/cache/7a/a6/7aa6f5dc854932ddc17e85330d50a872.jpg
12428646,//image.brilliantearth.com/media/cache/44/db/44dbc513c8d687cd36eca6b5ebc62e7d.jpg
12446919,//image.brilliantearth.com/media/cache/ea/da/eada845e8f32247d163d9df9843c52c0.jpg
